Date,Store,Category,Sales,Profit,Quantity
2024-02-14,C,Dairy,3357,938,87
2024-02-14,C,Beverages,3242,729,82
2024-02-14,C,Snacks,1471,302,55
2024-02-14,C,Fruits,2809,505,104
2024-02-14,B,Bakery,1700,337,84
2024-02-14,B,Dairy,3093,734,98
2024-02-14,B,Beverages,2564,755,105
2024-02-14,B,Fruits,2844,583,118
2024-02-14,A,Bakery,2308,501,82
2024-02-14,A,Dairy,1219,260,57
2024-02-14,A,Beverages,2182,384,71
2024-02-14,A,Snacks,2438,663,59
2024-02-14,A,Fruits,1199,271,116
2024-02-14,B,Snacks,2939,805,105
2024-02-15,B,Dairy,3047,737,68
2024-02-15,C,Bakery,4697,913,50
2024-02-15,C,Dairy,3888,879,24
2024-02-15,C,Beverages,4306,713,43
2024-02-15,C,Snacks,4376,1126,106
2024-02-15,B,Bakery,4726,1334,107
2024-02-15,B,Beverages,3649,1037,27
2024-02-15,C,Fruits,2948,460,27
2024-02-15,B,Fruits,1041,195,77
2024-02-15,A,Fruits,4604,1284,71
2024-02-15,A,Snacks,3401,997,40
2024-02-15,A,Beverages,3472,930,83
2024-02-15,B,Snacks,3079,842,40
2024-02-15,A,Bakery,1371,258,67
2024-02-15,A,Dairy,1192,301,60
2024-02-16,C,Bakery,1735,318,37
2024-02-16,C,Dairy,1322,265,29
2024-02-16,C,Beverages,4783,1159,51
2024-02-16,C,Snacks,3221,764,32
2024-02-16,C,Fruits,1451,430,110
2024-02-16,B,Dairy,2413,709,60
2024-02-16,B,Beverages,1762,331,68
2024-02-16,B,Bakery,1169,315,29
2024-02-16,B,Fruits,2046,542,27
2024-02-16,A,Bakery,2373,539,115
2024-02-16,A,Dairy,2837,454,115
2024-02-16,A,Beverages,3289,764,24
2024-02-16,A,Snacks,3346,679,47
2024-02-16,A,Fruits,2474,658,71
2024-02-16,B,Snacks,3176,794,85
2024-02-17,B,Bakery,4668,815,32
2024-02-17,C,Bakery,1502,259,38
2024-02-17,C,Dairy,2524,571,116
2024-02-17,C,Beverages,1260,291,41
2024-02-17,C,Snacks,4882,1347,42
2024-02-17,C,Fruits,1082,196,69
2024-02-17,B,Dairy,1461,424,108
2024-02-17,A,Beverages,2960,570,40
2024-02-17,B,Snacks,1101,194,26
2024-02-17,B,Fruits,2996,548,32
2024-02-17,A,Bakery,3344,962,31
2024-02-17,A,Dairy,2367,660,113
2024-02-17,A,Snacks,4043,907,51
2024-02-17,A,Fruits,4497,859,41
2024-02-17,B,Beverages,2559,506,94
2024-02-18,C,Fruits,3434,591,35
2024-02-18,C,Snacks,4695,1405,102
2024-02-18,B,Bakery,4289,880,72
2024-02-18,C,Dairy,1813,309,118
2024-02-18,C,Bakery,2823,435,40
2024-02-18,C,Beverages,2979,769,23
2024-02-18,B,Dairy,3056,551,97
2024-02-18,B,Beverages,3449,535,77
2024-02-18,B,Snacks,3347,504,55
2024-02-18,B,Fruits,1722,350,85
2024-02-18,A,Bakery,3881,1008,40
2024-02-18,A,Dairy,2655,479,117
2024-02-18,A,Beverages,2084,622,22
2024-02-18,A,Snacks,4527,846,91
2024-02-18,A,Fruits,2104,461,27
2024-02-19,C,Bakery,2925,763,94
2024-02-19,C,Dairy,2810,594,34
2024-02-19,C,Snacks,1819,320,64
2024-02-19,C,Fruits,2451,638,111
2024-02-19,B,Bakery,2006,327,116
2024-02-19,B,Dairy,1231,211,64
2024-02-19,B,Beverages,3774,858,119
2024-02-19,C,Beverages,2083,557,39
2024-02-19,B,Fruits,4955,1113,38
2024-02-19,A,Bakery,1393,265,38
2024-02-19,A,Dairy,3747,942,43
2024-02-19,A,Beverages,4386,726,107
2024-02-19,A,Snacks,3990,886,90
2024-02-19,A,Fruits,1880,308,64
2024-02-19,B,Snacks,1463,391,95
2024-02-20,C,Bakery,1431,273,29
2024-02-20,C,Dairy,962,275,74
2024-02-20,C,Beverages,2231,346,49
2024-02-20,C,Snacks,2419,534,43
2024-02-20,C,Fruits,1485,252,79
2024-02-20,B,Bakery,3459,548,89
2024-02-20,B,Dairy,3778,1008,20
2024-02-20,A,Bakery,3410,644,38
2024-02-20,B,Snacks,1503,384,24
2024-02-20,B,Fruits,2803,603,68
2024-02-20,A,Dairy,3557,1029,100
2024-02-20,A,Beverages,4496,1235,113
2024-02-20,A,Snacks,937,163,69
2024-02-20,A,Fruits,4271,758,88
2024-02-20,B,Beverages,2425,381,23
2024-02-21,C,Fruits,3152,618,38
2024-02-21,C,Snacks,2731,456,80
2024-02-21,B,Bakery,4470,798,109
2024-02-21,C,Dairy,3136,931,100
2024-02-21,C,Bakery,1372,288,117
2024-02-21,C,Beverages,1694,427,90
2024-02-21,B,Dairy,3161,595,40
2024-02-21,A,Beverages,2519,612,103
2024-02-21,B,Snacks,1971,461,107
2024-02-21,B,Fruits,3941,604,34
2024-02-21,A,Bakery,1489,395,52
2024-02-21,A,Dairy,1674,337,76
2024-02-21,B,Beverages,2249,478,45
2024-02-21,A,Snacks,1004,160,89
2024-02-21,A,Fruits,4053,881,114
2024-02-22,C,Bakery,4770,917,91
2024-02-22,C,Dairy,2913,478,44
2024-02-22,C,Beverages,3848,1145,59
2024-02-22,C,Snacks,3475,654,111
2024-02-22,C,Fruits,3591,893,104
2024-02-22,B,Bakery,1891,288,105
2024-02-22,B,Dairy,3124,723,39
2024-02-22,B,Beverages,3408,684,83
2024-02-22,B,Snacks,1410,379,83
2024-02-22,B,Fruits,4550,880,105
2024-02-22,A,Bakery,3937,863,93
2024-02-22,A,Dairy,4388,1095,21
2024-02-22,A,Beverages,3457,740,84
2024-02-22,A,Snacks,2433,447,89
2024-02-22,A,Fruits,2890,776,60
2024-02-23,C,Dairy,4758,1419,35
2024-02-23,C,Beverages,2581,728,38
2024-02-23,C,Snacks,4490,1211,23
2024-02-23,C,Fruits,1412,350,51
2024-02-23,B,Bakery,3067,475,20
2024-02-23,B,Dairy,2698,609,59
2024-02-23,B,Beverages,3724,1059,22
2024-02-23,C,Bakery,2710,701,40
2024-02-23,B,Fruits,3085,535,101
2024-02-23,A,Bakery,1284,252,104
2024-02-23,A,Dairy,3355,884,111
2024-02-23,A,Beverages,3351,765,31
2024-02-23,A,Snacks,2614,547,108
2024-02-23,A,Fruits,2377,394,118
2024-02-23,B,Snacks,4325,756,31
2024-02-24,C,Dairy,2474,734,113
2024-02-24,C,Beverages,1695,441,41
2024-02-24,C,Snacks,1898,408,76
2024-02-24,C,Fruits,2498,713,71
2024-02-24,B,Bakery,2041,526,81
2024-02-24,B,Dairy,1785,297,40
2024-02-24,B,Beverages,1954,391,95
2024-02-24,C,Bakery,1730,292,52
2024-02-24,B,Fruits,4357,725,69
2024-02-24,A,Bakery,4347,845,112
2024-02-24,A,Dairy,3869,1145,24
2024-02-24,A,Beverages,3200,825,87
2024-02-24,A,Snacks,2394,605,46
2024-02-24,A,Fruits,2083,588,47
2024-02-24,B,Snacks,3790,771,92
2024-02-25,C,Bakery,4978,1363,70
2024-02-25,C,Dairy,2550,710,41
2024-02-25,C,Beverages,1223,188,107
2024-02-25,C,Snacks,4717,720,103
2024-02-25,C,Fruits,1639,339,81
2024-02-25,B,Bakery,3397,950,33
2024-02-25,B,Dairy,3254,542,78
2024-02-25,B,Beverages,1938,544,116
2024-02-25,B,Fruits,1259,333,36
2024-02-25,A,Bakery,2136,529,72
2024-02-25,A,Dairy,2402,672,23
2024-02-25,A,Beverages,4630,748,106
2024-02-25,A,Snacks,955,168,66
2024-02-25,A,Fruits,1889,477,118
2024-02-25,B,Snacks,4738,1349,96
2024-02-26,B,Dairy,1787,503,27
2024-02-26,C,Dairy,2099,468,86
2024-02-26,C,Beverages,2292,365,40
2024-02-26,C,Snacks,1578,423,83
2024-02-26,C,Fruits,1885,292,67
2024-02-26,B,Bakery,4808,1104,74
2024-02-26,B,Beverages,840,134,87
2024-02-26,C,Bakery,2844,814,92
2024-02-26,B,Fruits,1064,250,83
2024-02-26,A,Bakery,3523,667,59
2024-02-26,A,Dairy,1943,326,57
2024-02-26,A,Beverages,2331,654,38
2024-02-26,A,Snacks,4589,1073,82
2024-02-26,A,Fruits,3131,930,103
2024-02-26,B,Snacks,2562,664,78
2024-02-27,C,Bakery,2444,438,118
2024-02-27,C,Dairy,4251,924,84
2024-02-27,C,Beverages,1529,261,46
2024-02-27,B,Bakery,2807,620,53
2024-02-27,C,Snacks,3061,460,44
2024-02-27,C,Fruits,2592,635,91
2024-02-27,B,Dairy,1378,260,105
2024-02-27,A,Beverages,1142,185,66
2024-02-27,B,Snacks,4540,842,70
2024-02-27,B,Fruits,1205,294,40
2024-02-27,A,Bakery,2696,765,38
2024-02-27,A,Dairy,4459,1186,65
2024-02-27,A,Snacks,3327,511,84
2024-02-27,A,Fruits,1858,296,100
2024-02-27,B,Beverages,2278,377,111
2024-02-28,C,Bakery,1526,367,68
2024-02-28,C,Dairy,973,250,106
2024-02-28,C,Beverages,4121,619,88
2024-02-28,C,Snacks,4172,1223,109
2024-02-28,C,Fruits,3804,955,31
2024-02-28,B,Bakery,4039,854,38
2024-02-28,B,Dairy,2974,519,65
2024-02-28,B,Beverages,2317,504,38
2024-02-28,B,Snacks,982,151,60
2024-02-28,B,Fruits,1655,333,40
2024-02-28,A,Bakery,3229,879,28
2024-02-28,A,Dairy,1140,208,68
2024-02-28,A,Beverages,1959,541,62
2024-02-28,A,Snacks,2896,455,65
2024-02-28,A,Fruits,2255,408,103
2024-02-29,C,Dairy,2036,476,81
2024-02-29,C,Beverages,2656,628,74
2024-02-29,C,Snacks,4808,933,31
2024-02-29,C,Fruits,4221,1152,59
2024-02-29,B,Bakery,4385,701,112
2024-02-29,B,Dairy,1570,385,103
2024-02-29,B,Beverages,3989,964,92
2024-02-29,C,Bakery,2231,617,57
2024-02-29,B,Fruits,4668,953,93
2024-02-29,A,Bakery,3502,1019,60
2024-02-29,A,Dairy,4608,746,95
2024-02-29,A,Beverages,2574,598,47
2024-02-29,A,Snacks,3486,715,55
2024-02-29,A,Fruits,4833,1003,87
2024-02-29,B,Snacks,2666,403,96
2024-03-01,C,Dairy,3728,1032,57
2024-03-01,C,Beverages,3854,1035,114
2024-03-01,C,Snacks,1713,258,111
2024-03-01,C,Fruits,4019,618,38
2024-03-01,B,Bakery,2391,482,84
2024-03-01,B,Dairy,3780,647,26
2024-03-01,B,Beverages,4800,989,43
2024-03-01,C,Bakery,1729,315,67
2024-03-01,B,Fruits,2870,681,94
2024-03-01,A,Bakery,4043,1066,98
2024-03-01,A,Dairy,2689,735,51
2024-03-01,A,Beverages,4505,977,49
2024-03-01,A,Snacks,4300,842,92
2024-03-01,A,Fruits,1930,406,37
2024-03-01,B,Snacks,2841,437,76
2024-03-02,C,Bakery,1140,286,65
2024-03-02,C,Dairy,2177,558,51
2024-03-02,C,Beverages,3190,648,70
2024-03-02,C,Snacks,3152,728,32
2024-03-02,C,Fruits,4963,859,88
2024-03-02,B,Bakery,2736,550,115
2024-03-02,B,Dairy,3216,621,48
2024-03-02,B,Beverages,3958,951,25
2024-03-02,B,Fruits,1710,289,49
2024-03-02,A,Bakery,2057,315,70
2024-03-02,A,Dairy,1978,305,65
2024-03-02,A,Beverages,2199,496,107
2024-03-02,A,Snacks,2700,601,69
2024-03-02,A,Fruits,4075,675,84
2024-03-02,B,Snacks,2969,871,56
2024-03-03,B,Dairy,2846,680,83
2024-03-03,C,Dairy,1682,381,38
2024-03-03,C,Beverages,2007,441,39
2024-03-03,C,Snacks,2310,366,111
2024-03-03,C,Fruits,4011,1050,40
2024-03-03,B,Bakery,1066,245,73
2024-03-03,B,Beverages,3460,989,55
2024-03-03,C,Bakery,3467,969,71
2024-03-03,B,Fruits,4535,817,38
2024-03-03,A,Fruits,2356,646,63
2024-03-03,A,Snacks,2322,550,20
2024-03-03,B,Snacks,3367,935,47
2024-03-03,A,Dairy,2986,627,119
2024-03-03,A,Bakery,3970,966,101
2024-03-03,A,Beverages,2103,362,118
2024-03-04,C,Dairy,2109,567,76
2024-03-04,C,Beverages,4552,1183,43
2024-03-04,C,Snacks,3167,645,40
2024-03-04,C,Fruits,4706,1078,73
2024-03-04,B,Bakery,1937,560,115
2024-03-04,B,Dairy,2524,656,50
2024-03-04,B,Beverages,3290,745,88
2024-03-04,C,Bakery,4034,726,38
2024-03-04,B,Fruits,3919,622,92
2024-03-04,A,Bakery,4622,1252,23
2024-03-04,A,Dairy,4602,996,101
2024-03-04,A,Beverages,3608,1009,100
2024-03-04,A,Snacks,3254,783,34
2024-03-04,A,Fruits,2410,564,52
2024-03-04,B,Snacks,3184,904,116
2024-03-05,C,Bakery,3751,1085,106
2024-03-05,C,Dairy,3355,644,53
2024-03-05,C,Beverages,2297,574,32
2024-03-05,C,Snacks,3222,867,53
2024-03-05,C,Fruits,1157,291,35
2024-03-05,B,Bakery,2892,477,80
2024-03-05,B,Dairy,987,288,96
2024-03-05,B,Beverages,4226,704,91
2024-03-05,B,Fruits,3975,886,42
2024-03-05,A,Bakery,4547,1100,54
2024-03-05,A,Dairy,3035,804,92
2024-03-05,A,Beverages,3758,566,56
2024-03-05,A,Fruits,3641,547,90
2024-03-05,B,Snacks,1213,193,114
2024-03-05,A,Snacks,1888,519,55
2024-03-06,C,Bakery,1467,401,30
2024-03-06,B,Dairy,3107,893,96
2024-03-06,C,Dairy,3237,942,88
2024-03-06,C,Beverages,4214,1162,107
2024-03-06,C,Snacks,3967,1015,105
2024-03-06,C,Fruits,2064,324,112
2024-03-06,B,Bakery,1835,353,50
2024-03-06,B,Beverages,1811,490,72
2024-03-06,B,Fruits,2389,586,71
2024-03-06,A,Bakery,3184,717,74
2024-03-06,A,Dairy,4658,1229,76
2024-03-06,A,Beverages,1236,297,32
2024-03-06,A,Snacks,3580,989,72
2024-03-06,A,Fruits,4765,1362,74
2024-03-06,B,Snacks,4753,1043,33
2024-03-07,C,Dairy,4037,1047,94
2024-03-07,C,Beverages,3057,649,32
2024-03-07,C,Snacks,1026,272,90
2024-03-07,C,Fruits,2319,568,37
2024-03-07,B,Bakery,3387,749,60
2024-03-07,B,Dairy,2116,350,61
2024-03-07,B,Beverages,4323,1260,66
2024-03-07,C,Bakery,2805,755,116
2024-03-07,B,Fruits,4918,1263,104
2024-03-07,A,Bakery,4600,693,74
2024-03-07,A,Dairy,2748,795,52
2024-03-07,A,Beverages,4292,1086,36
2024-03-07,A,Snacks,997,293,75
2024-03-07,A,Fruits,1618,345,32
2024-03-07,B,Snacks,1728,456,43
2024-03-08,C,Bakery,4564,1211,61
2024-03-08,C,Dairy,4475,1246,77
2024-03-08,C,Beverages,3631,664,66
2024-03-08,C,Snacks,4704,1026,103
2024-03-08,C,Fruits,1539,322,79
2024-03-08,B,Bakery,3461,989,36
2024-03-08,B,Dairy,1474,383,44
2024-03-08,B,Beverages,4548,1254,43
2024-03-08,B,Fruits,2896,658,73
2024-03-08,A,Bakery,4123,1030,118
2024-03-08,A,Dairy,2261,641,84
2024-03-08,A,Beverages,1739,438,40
2024-03-08,A,Snacks,4776,1383,107
2024-03-08,A,Fruits,2678,416,64
2024-03-08,B,Snacks,2900,441,93
2024-03-09,B,Dairy,3916,676,105
2024-03-09,C,Dairy,1430,328,24
2024-03-09,C,Beverages,1315,392,109
2024-03-09,C,Snacks,1902,476,106
2024-03-09,C,Fruits,3457,769,117
2024-03-09,B,Bakery,994,183,48
2024-03-09,C,Bakery,1779,438,69
2024-03-09,B,Beverages,3830,741,108
2024-03-09,B,Fruits,1772,499,26
2024-03-09,A,Bakery,1519,378,62
2024-03-09,A,Dairy,3603,741,76
2024-03-09,A,Beverages,832,189,74
2024-03-09,A,Snacks,4262,851,115
2024-03-09,A,Fruits,3592,636,53
2024-03-09,B,Snacks,3007,825,94
2024-03-10,C,Bakery,3445,754,81
2024-03-10,C,Dairy,3300,630,25
2024-03-10,C,Beverages,3583,1047,80
2024-03-10,C,Snacks,3269,863,46
2024-03-10,C,Fruits,3095,657,73
2024-03-10,B,Bakery,2852,697,103
2024-03-10,B,Dairy,4113,707,45
2024-03-10,B,Beverages,3406,872,50
2024-03-10,B,Snacks,1015,223,73
2024-03-10,B,Fruits,1872,538,66
2024-03-10,A,Bakery,4283,809,94
2024-03-10,A,Dairy,1260,288,72
2024-03-10,A,Beverages,4070,990,76
2024-03-10,A,Snacks,2352,608,78
2024-03-10,A,Fruits,4671,1245,47
2024-03-11,C,Dairy,4467,1181,107
2024-03-11,C,Beverages,3325,653,115
2024-03-11,C,Snacks,1319,366,32
2024-03-11,C,Fruits,1044,309,99
2024-03-11,B,Bakery,4225,1242,36
2024-03-11,B,Dairy,2083,596,48
2024-03-11,B,Beverages,1669,495,101
2024-03-11,C,Bakery,885,134,63
2024-03-11,B,Fruits,2690,567,67
2024-03-11,A,Bakery,4363,725,89
2024-03-11,A,Dairy,3180,884,69
2024-03-11,A,Beverages,4106,700,52
2024-03-11,A,Snacks,1916,347,27
2024-03-11,A,Fruits,3149,688,32
2024-03-11,B,Snacks,3293,622,95
2024-03-12,C,Dairy,2961,529,20
2024-03-12,C,Beverages,3962,984,101
2024-03-12,C,Snacks,915,214,112
2024-03-12,C,Fruits,4496,860,110
2024-03-12,B,Bakery,1428,410,113
2024-03-12,B,Dairy,4624,965,86
2024-03-12,B,Beverages,2976,675,51
2024-03-12,C,Bakery,4499,1016,106
2024-03-12,B,Fruits,2476,415,64
2024-03-12,A,Bakery,3736,829,112
2024-03-12,A,Dairy,1743,327,110
2024-03-12,A,Beverages,3017,685,85
2024-03-12,A,Snacks,4809,754,62
2024-03-12,A,Fruits,4419,1276,111
2024-03-12,B,Snacks,2261,662,46
2024-03-13,C,Bakery,4706,1324,53
2024-03-13,C,Dairy,4407,1093,43
2024-03-13,C,Beverages,2190,600,43
2024-03-13,C,Snacks,1070,241,118
2024-03-13,C,Fruits,3771,604,110
2024-03-13,B,Bakery,2191,523,38
2024-03-13,B,Dairy,2222,418,112
2024-03-13,B,Beverages,2979,659,42
2024-03-13,B,Fruits,1932,414,79
2024-03-13,A,Bakery,3435,947,45
2024-03-13,A,Dairy,3671,786,70
2024-03-13,A,Beverages,3201,936,60
2024-03-13,A,Snacks,2713,478,84
2024-03-13,A,Fruits,4586,714,60
2024-03-13,B,Snacks,2838,785,90
2024-03-14,B,Dairy,2788,594,32
2024-03-14,C,Dairy,1109,191,40
2024-03-14,C,Beverages,4422,1163,35
2024-03-14,C,Snacks,4250,1151,66
2024-03-14,C,Fruits,1935,369,46
2024-03-14,B,Bakery,1105,219,49
2024-03-14,B,Beverages,4882,1275,55
2024-03-14,C,Bakery,1071,227,78
2024-03-14,B,Fruits,1183,186,70
2024-03-14,A,Fruits,4052,1173,42
2024-03-14,A,Snacks,1053,278,72
2024-03-14,B,Snacks,2787,547,111
2024-03-14,A,Dairy,2180,645,76
2024-03-14,A,Bakery,3956,853,80
2024-03-14,A,Beverages,1624,370,79
2024-03-15,C,Dairy,4208,1113,82
2024-03-15,C,Beverages,2163,375,71
2024-03-15,C,Snacks,3324,670,92
2024-03-15,C,Fruits,4464,1210,53
2024-03-15,B,Bakery,1206,334,58
2024-03-15,B,Dairy,2714,782,89
2024-03-15,B,Beverages,4999,1285,34
2024-03-15,C,Bakery,2703,581,66
2024-03-15,B,Fruits,3600,922,84
2024-03-15,A,Bakery,952,222,40
2024-03-15,A,Dairy,4707,915,67
2024-03-15,A,Beverages,4905,930,105
2024-03-15,A,Snacks,1320,386,100
2024-03-15,A,Fruits,4073,713,51
2024-03-15,B,Snacks,3410,1008,55
2024-03-16,C,Bakery,4497,1336,35
2024-03-16,C,Dairy,3366,820,97
2024-03-16,C,Beverages,3893,1049,76
2024-03-16,C,Snacks,1251,242,63
2024-03-16,C,Fruits,2281,395,108
2024-03-16,B,Bakery,1458,268,95
2024-03-16,B,Dairy,1189,349,32
2024-03-16,B,Beverages,3040,783,88
2024-03-16,B,Fruits,4186,1140,48
2024-03-16,A,Bakery,3673,1085,52
2024-03-16,A,Dairy,842,127,54
2024-03-16,A,Beverages,1951,405,87
2024-03-16,A,Fruits,4960,1027,100
2024-03-16,B,Snacks,1792,414,68
2024-03-16,A,Snacks,4654,1246,119
2024-03-17,C,Bakery,4345,927,103
2024-03-17,B,Dairy,1251,308,52
2024-03-17,C,Dairy,2141,558,60
2024-03-17,C,Beverages,1001,165,36
2024-03-17,C,Snacks,3561,540,76
2024-03-17,C,Fruits,2349,499,106
2024-03-17,B,Bakery,4565,1117,26
2024-03-17,B,Beverages,2273,468,113
2024-03-17,B,Fruits,1687,343,78
2024-03-17,A,Bakery,3416,719,47
2024-03-17,A,Dairy,2224,445,25
2024-03-17,A,Beverages,3178,644,24
2024-03-17,A,Snacks,912,176,31
2024-03-17,A,Fruits,4050,757,101
2024-03-17,B,Snacks,849,213,38
2024-03-18,C,Dairy,3261,513,44
2024-03-18,C,Beverages,2071,504,41
2024-03-18,C,Snacks,3794,572,67
2024-03-18,C,Fruits,1888,313,102
2024-03-18,B,Bakery,4995,1197,78
2024-03-18,B,Dairy,2542,639,46
2024-03-18,B,Beverages,3649,1075,41
2024-03-18,C,Bakery,3728,885,64
2024-03-18,B,Fruits,3400,864,73
2024-03-18,A,Bakery,4166,672,110
2024-03-18,A,Dairy,3433,1013,57
2024-03-18,A,Beverages,1007,194,21
2024-03-18,A,Snacks,3234,735,29
2024-03-18,A,Fruits,4602,964,68
2024-03-18,B,Snacks,4354,827,85
2024-03-19,C,Bakery,4701,1126,77
2024-03-19,C,Dairy,3050,651,80
2024-03-19,C,Beverages,3584,579,88
2024-03-19,C,Snacks,950,272,115
2024-03-19,C,Fruits,4551,818,58
2024-03-19,B,Bakery,1864,475,61
2024-03-19,B,Dairy,1659,384,36
2024-03-19,B,Beverages,872,131,46
2024-03-19,B,Fruits,4290,1232,104
2024-03-19,A,Bakery,1169,251,46
2024-03-19,A,Dairy,975,161,57
2024-03-19,A,Beverages,2893,725,51
2024-03-19,A,Snacks,2720,570,29
2024-03-19,A,Fruits,1616,351,28
2024-03-19,B,Snacks,4142,891,23
2024-03-20,B,Dairy,2517,629,56
2024-03-20,C,Dairy,862,230,41
2024-03-20,C,Beverages,2158,459,111
2024-03-20,C,Snacks,1479,340,55
2024-03-20,C,Fruits,4441,1221,79
2024-03-20,B,Bakery,4058,859,104
2024-03-20,B,Beverages,1094,224,79
2024-03-20,C,Bakery,4569,823,76
2024-03-20,B,Fruits,1814,413,110
2024-03-20,A,Fruits,2351,483,101
2024-03-20,A,Snacks,2326,657,29
2024-03-20,B,Snacks,1490,429,100
2024-03-20,A,Dairy,3166,848,96
2024-03-20,A,Bakery,3234,734,93
2024-03-20,A,Beverages,3486,780,38
2024-03-21,C,Bakery,2036,425,80
2024-03-21,C,Dairy,3654,1028,99
2024-03-21,C,Beverages,2371,535,68
2024-03-21,C,Snacks,3391,993,74
2024-03-21,C,Fruits,4727,1296,44
2024-03-21,B,Dairy,3159,594,42
2024-03-21,B,Beverages,995,186,31
2024-03-21,B,Bakery,860,138,82
2024-03-21,B,Fruits,2868,740,90
2024-03-21,A,Bakery,1724,461,24
2024-03-21,A,Dairy,920,265,20
2024-03-21,A,Beverages,1622,342,22
2024-03-21,A,Snacks,2935,532,87
2024-03-21,A,Fruits,934,205,80
2024-03-21,B,Snacks,1602,309,87
2024-03-22,B,Bakery,2473,414,55
2024-03-22,C,Dairy,3210,681,28
2024-03-22,C,Bakery,3805,879,116
2024-03-22,C,Beverages,946,248,34
2024-03-22,C,Snacks,3094,645,66
2024-03-22,C,Fruits,4411,823,30
2024-03-22,B,Dairy,1520,431,51
2024-03-22,A,Snacks,3272,823,24
2024-03-22,B,Snacks,4118,1061,104
2024-03-22,B,Fruits,4429,949,42
2024-03-22,A,Bakery,4110,869,56
2024-03-22,A,Dairy,3742,727,105
2024-03-22,A,Beverages,3312,923,95
2024-03-22,A,Fruits,2956,598,54
2024-03-22,B,Beverages,1445,281,37
2024-03-23,C,Bakery,4808,1070,64
2024-03-23,C,Dairy,1517,269,48
2024-03-23,C,Beverages,3346,645,70
2024-03-23,C,Snacks,1304,360,105
2024-03-23,C,Fruits,1896,522,75
2024-03-23,B,Dairy,4500,1157,51
2024-03-23,B,Bakery,1967,510,44
2024-03-23,B,Beverages,1050,245,22
2024-03-23,B,Fruits,1616,430,72
2024-03-23,A,Bakery,4966,1036,32
2024-03-23,A,Dairy,4188,904,48
2024-03-23,A,Beverages,1038,264,96
2024-03-23,A,Snacks,2720,417,53
2024-03-23,A,Fruits,1248,280,48
2024-03-23,B,Snacks,4445,1238,36
2024-03-24,C,Dairy,2755,589,27
2024-03-24,C,Beverages,1470,390,117
2024-03-24,C,Snacks,4106,1023,21
2024-03-24,C,Fruits,3690,945,114
2024-03-24,B,Bakery,4935,1263,78
2024-03-24,B,Dairy,802,208,73
2024-03-24,B,Beverages,1434,311,112
2024-03-24,C,Bakery,2692,545,64
2024-03-24,B,Fruits,3672,591,68
2024-03-24,A,Bakery,3139,502,98
2024-03-24,A,Dairy,3381,704,25
2024-03-24,A,Beverages,3407,545,85
2024-03-24,A,Snacks,2055,586,37
2024-03-24,A,Fruits,4564,950,65
2024-03-24,B,Snacks,3404,628,98
2024-03-25,C,Bakery,3525,865,86
2024-03-25,C,Dairy,1183,300,81
2024-03-25,C,Beverages,1170,254,109
2024-03-25,C,Snacks,3440,875,109
2024-03-25,C,Fruits,1449,379,63
2024-03-25,B,Bakery,1754,374,21
2024-03-25,B,Dairy,853,153,35
2024-03-25,B,Beverages,3691,783,61
2024-03-25,B,Fruits,1790,384,22
2024-03-25,A,Bakery,4313,814,36
2024-03-25,A,Dairy,2088,435,111
2024-03-25,A,Beverages,4412,774,78
2024-03-25,A,Snacks,4226,1027,102
2024-03-25,A,Fruits,2303,607,77
2024-03-25,B,Snacks,1603,422,105
2024-03-26,C,Bakery,1914,480,115
2024-03-26,C,Dairy,4147,825,31
2024-03-26,C,Beverages,4639,761,57
2024-03-26,C,Snacks,3178,751,116
2024-03-26,C,Fruits,4999,1368,96
2024-03-26,B,Bakery,2903,659,78
2024-03-26,B,Dairy,1489,295,67
2024-03-26,B,Beverages,2340,364,79
2024-03-26,B,Fruits,1568,296,56
2024-03-26,A,Fruits,4788,1188,32
2024-03-26,A,Snacks,3750,598,41
2024-03-26,B,Snacks,1893,536,40
2024-03-26,A,Dairy,2614,700,89
2024-03-26,A,Bakery,4740,972,103
2024-03-26,A,Beverages,1774,473,98
2024-03-27,C,Dairy,3387,829,88
2024-03-27,C,Beverages,3058,884,106
2024-03-27,C,Snacks,1372,324,62
2024-03-27,C,Fruits,818,205,62
2024-03-27,B,Bakery,867,213,80
2024-03-27,B,Dairy,3996,833,29
2024-03-27,B,Beverages,4639,1087,77
2024-03-27,C,Bakery,4434,1317,40
2024-03-27,B,Fruits,3309,805,43
2024-03-27,A,Bakery,3650,555,105
2024-03-27,A,Dairy,1749,265,94
2024-03-27,A,Beverages,3650,744,94
2024-03-27,A,Snacks,4526,958,35
2024-03-27,A,Fruits,2274,423,110
2024-03-27,B,Snacks,1791,279,119
2024-03-28,C,Bakery,1744,502,85
2024-03-28,C,Dairy,4908,1166,96
2024-03-28,C,Beverages,3490,779,47
2024-03-28,C,Snacks,1006,219,31
2024-03-28,C,Fruits,1935,467,52
2024-03-28,B,Bakery,3277,521,33
2024-03-28,B,Dairy,4625,1007,66
2024-03-28,B,Beverages,2478,387,95
2024-03-28,B,Fruits,3704,708,73
2024-03-28,A,Bakery,4214,1039,60
2024-03-28,A,Dairy,1898,464,40
2024-03-28,A,Beverages,3761,946,46
2024-03-28,A,Fruits,3017,877,103
2024-03-28,B,Snacks,2674,656,84
2024-03-28,A,Snacks,1837,537,94
2024-03-29,C,Bakery,2840,474,59
2024-03-29,B,Dairy,3454,584,113
2024-03-29,C,Dairy,3955,1177,22
